Ensembl Gene ID	Ensembl Transcript ID	Chromosome Name	Exon Chr Start (bp)	Exon Chr End (bp)	Associated Gene Name	Exon Rank in Transcript	Gene Biotype
ENSG00000012048	ENST00000468300	17	41256139	41256278	BRCA1	6	protein_coding
ENSG00000012048	ENST00000468300	17	41251792	41251897	BRCA1	7	protein_coding
ENSG00000012048	ENST00000468300	17	41249261	41249306	BRCA1	8	protein_coding
ENSG00000012048	ENST00000468300	17	41247863	41247939	BRCA1	9	protein_coding
ENSG00000012048	ENST00000468300	17	41246761	41246877	BRCA1	10	protein_coding
ENSG00000012048	ENST00000468300	17	41242961	41243049	BRCA1	11	protein_coding
ENSG00000012048	ENST00000468300	17	41234421	41234592	BRCA1	12	protein_coding
ENSG00000012048	ENST00000468300	17	41228505	41228628	BRCA1	13	protein_coding
ENSG00000012048	ENST00000468300	17	41226348	41226538	BRCA1	14	protein_coding
ENSG00000012048	ENST00000468300	17	41222945	41223255	BRCA1	15	protein_coding
ENSG00000012048	ENST00000468300	17	41219625	41219712	BRCA1	16	protein_coding
ENSG00000012048	ENST00000468300	17	41215891	41215968	BRCA1	17	protein_coding
ENSG00000012048	ENST00000468300	17	41215350	41215390	BRCA1	18	protein_coding
ENSG00000012048	ENST00000468300	17	41209069	41209152	BRCA1	19	protein_coding
ENSG00000012048	ENST00000468300	17	41203080	41203134	BRCA1	20	protein_coding
ENSG00000012048	ENST00000468300	17	41199660	41199720	BRCA1	21	protein_coding
ENSG00000012048	ENST00000468300	17	41196822	41197819	BRCA1	22	protein_coding
ENSG00000012048	ENST00000586385	17	41277199	41277346	BRCA1	1	protein_coding
ENSG00000012048	ENST00000586385	17	41215891	41215968	BRCA1	2	protein_coding
ENSG00000012048	ENST00000586385	17	41215350	41215390	BRCA1	3	protein_coding
ENSG00000012048	ENST00000586385	17	41209069	41209152	BRCA1	4	protein_coding
ENSG00000012048	ENST00000586385	17	41203080	41203134	BRCA1	5	protein_coding
ENSG00000012048	ENST00000586385	17	41201138	41201211	BRCA1	6	protein_coding
ENSG00000012048	ENST00000586385	17	41199660	41199720	BRCA1	7	protein_coding
ENSG00000012048	ENST00000586385	17	41197580	41197819	BRCA1	8	protein_coding
ENSG00000012048	ENST00000591534	17	41277288	41277346	BRCA1	1	protein_coding
ENSG00000012048	ENST00000591534	17	41226348	41226538	BRCA1	2	protein_coding
ENSG00000012048	ENST00000591534	17	41222945	41223255	BRCA1	3	protein_coding
ENSG00000012048	ENST00000591534	17	41219625	41219712	BRCA1	4	protein_coding
ENSG00000012048	ENST00000591534	17	41215891	41215968	BRCA1	5	protein_coding
ENSG00000012048	ENST00000591534	17	41215350	41215390	BRCA1	6	protein_coding
ENSG00000012048	ENST00000591534	17	41209069	41209152	BRCA1	7	protein_coding
ENSG00000012048	ENST00000591534	17	41203080	41203134	BRCA1	8	protein_coding
ENSG00000012048	ENST00000591534	17	41201138	41201211	BRCA1	9	protein_coding
ENSG00000012048	ENST00000591534	17	41199660	41199720	BRCA1	10	protein_coding
ENSG00000012048	ENST00000591534	17	41197580	41197819	BRCA1	11	protein_coding
ENSG00000012048	ENST00000591849	17	41277288	41277346	BRCA1	1	protein_coding
ENSG00000012048	ENST00000591849	17	41202079	41202207	BRCA1	2	protein_coding
ENSG00000012048	ENST00000591849	17	41201138	41201211	BRCA1	3	protein_coding
ENSG00000012048	ENST00000591849	17	41199660	41199720	BRCA1	4	protein_coding
ENSG00000012048	ENST00000591849	17	41197580	41197819	BRCA1	5	protein_coding
ENSG00000012048	ENST00000493795	17	41277294	41277419	BRCA1	1	protein_coding
ENSG00000012048	ENST00000493795	17	41276034	41276132	BRCA1	2	protein_coding
ENSG00000012048	ENST00000493795	17	41258473	41258550	BRCA1	3	protein_coding
ENSG00000012048	ENST00000493795	17	41256885	41256973	BRCA1	4	protein_coding
ENSG00000012048	ENST00000493795	17	41256139	41256278	BRCA1	5	protein_coding
ENSG00000012048	ENST00000493795	17	41251792	41251897	BRCA1	6	protein_coding
ENSG00000012048	ENST00000493795	17	41249261	41249306	BRCA1	7	protein_coding
ENSG00000012048	ENST00000493795	17	41247863	41247939	BRCA1	8	protein_coding
ENSG00000012048	ENST00000493795	17	41243452	41246877	BRCA1	9	protein_coding
ENSG00000012048	ENST00000493795	17	41242961	41243049	BRCA1	10	protein_coding
ENSG00000012048	ENST00000493795	17	41234421	41234592	BRCA1	11	protein_coding
ENSG00000012048	ENST00000493795	17	41228505	41228631	BRCA1	12	protein_coding
ENSG00000012048	ENST00000493795	17	41226348	41226538	BRCA1	13	protein_coding
ENSG00000012048	ENST00000493795	17	41222945	41223255	BRCA1	14	protein_coding
ENSG00000012048	ENST00000493795	17	41219625	41219712	BRCA1	15	protein_coding
ENSG00000012048	ENST00000493795	17	41215891	41215968	BRCA1	16	protein_coding
ENSG00000012048	ENST00000493795	17	41215350	41215390	BRCA1	17	protein_coding
ENSG00000012048	ENST00000493795	17	41209069	41209152	BRCA1	18	protein_coding
ENSG00000012048	ENST00000493795	17	41203080	41203134	BRCA1	19	protein_coding
ENSG00000012048	ENST00000493795	17	41201138	41201211	BRCA1	20	protein_coding
ENSG00000012048	ENST00000493795	17	41199660	41199720	BRCA1	21	protein_coding
ENSG00000012048	ENST00000493795	17	41197646	41197819	BRCA1	22	protein_coding
ENSG00000012048	ENST00000471181	17	41277288	41277500	BRCA1	1	protein_coding
ENSG00000012048	ENST00000471181	17	41276034	41276132	BRCA1	2	protein_coding
ENSG00000012048	ENST00000471181	17	41267743	41267796	BRCA1	3	protein_coding
ENSG00000012048	ENST00000471181	17	41258473	41258550	BRCA1	4	protein_coding
ENSG00000012048	ENST00000471181	17	41256885	41256973	BRCA1	5	protein_coding
ENSG00000012048	ENST00000471181	17	41256139	41256278	BRCA1	6	protein_coding
ENSG00000012048	ENST00000471181	17	41251792	41251897	BRCA1	7	protein_coding
ENSG00000012048	ENST00000471181	17	41249261	41249306	BRCA1	8	protein_coding
ENSG00000012048	ENST00000471181	17	41247863	41247939	BRCA1	9	protein_coding
ENSG00000012048	ENST00000471181	17	41243452	41246877	BRCA1	10	protein_coding
ENSG00000012048	ENST00000471181	17	41242961	41243049	BRCA1	11	protein_coding
ENSG00000012048	ENST00000471181	17	41234421	41234592	BRCA1	12	protein_coding
ENSG00000012048	ENST00000471181	17	41231351	41231416	BRCA1	13	protein_coding
ENSG00000012048	ENST00000471181	17	41228505	41228628	BRCA1	14	protein_coding
ENSG00000012048	ENST00000471181	17	41226348	41226538	BRCA1	15	protein_coding
ENSG00000012048	ENST00000471181	17	41222945	41223255	BRCA1	16	protein_coding
ENSG00000012048	ENST00000471181	17	41219625	41219712	BRCA1	17	protein_coding
ENSG00000012048	ENST00000471181	17	41215891	41215968	BRCA1	18	protein_coding
ENSG00000012048	ENST00000471181	17	41215350	41215390	BRCA1	19	protein_coding
ENSG00000012048	ENST00000471181	17	41209069	41209152	BRCA1	20	protein_coding
ENSG00000012048	ENST00000471181	17	41203080	41203134	BRCA1	21	protein_coding
ENSG00000012048	ENST00000471181	17	41201138	41201211	BRCA1	22	protein_coding
ENSG00000012048	ENST00000471181	17	41199660	41199720	BRCA1	23	protein_coding
ENSG00000012048	ENST00000471181	17	41197646	41197819	BRCA1	24	protein_coding
ENSG00000012048	ENST00000461221	17	41277199	41277305	BRCA1	1	protein_coding
ENSG00000012048	ENST00000461221	17	41276034	41276132	BRCA1	2	protein_coding
ENSG00000012048	ENST00000461221	17	41267743	41267796	BRCA1	3	protein_coding
ENSG00000012048	ENST00000461221	17	41258495	41258550	BRCA1	4	protein_coding
ENSG00000012048	ENST00000461221	17	41256885	41256973	BRCA1	5	protein_coding
ENSG00000012048	ENST00000461221	17	41256139	41256278	BRCA1	6	protein_coding
ENSG00000012048	ENST00000461221	17	41251792	41251894	BRCA1	7	protein_coding
ENSG00000012048	ENST00000461221	17	41249261	41249306	BRCA1	8	protein_coding
ENSG00000012048	ENST00000461221	17	41247863	41247939	BRCA1	9	protein_coding
ENSG00000012048	ENST00000461221	17	41243452	41246877	BRCA1	10	protein_coding
ENSG00000012048	ENST00000461221	17	41242961	41243049	BRCA1	11	protein_coding
ENSG00000012048	ENST00000461221	17	41234421	41234592	BRCA1	12	protein_coding
ENSG00000012048	ENST00000461221	17	41228505	41228631	BRCA1	13	protein_coding
ENSG00000012048	ENST00000461221	17	41226348	41226538	BRCA1	14	protein_coding
ENSG00000012048	ENST00000461221	17	41222945	41223255	BRCA1	15	protein_coding
ENSG00000012048	ENST00000461221	17	41219625	41219712	BRCA1	16	protein_coding
ENSG00000012048	ENST00000461221	17	41215891	41215968	BRCA1	17	protein_coding
ENSG00000012048	ENST00000461221	17	41215350	41215390	BRCA1	18	protein_coding
ENSG00000012048	ENST00000461221	17	41209069	41209152	BRCA1	19	protein_coding
ENSG00000012048	ENST00000461221	17	41203080	41203134	BRCA1	20	protein_coding
ENSG00000012048	ENST00000461221	17	41201138	41201211	BRCA1	21	protein_coding
ENSG00000012048	ENST00000461221	17	41199660	41199720	BRCA1	22	protein_coding
ENSG00000012048	ENST00000461221	17	41197695	41197819	BRCA1	23	protein_coding
ENSG00000012048	ENST00000491747	17	41277294	41277373	BRCA1	1	protein_coding
ENSG00000012048	ENST00000491747	17	41276034	41276132	BRCA1	2	protein_coding
ENSG00000012048	ENST00000491747	17	41267743	41267796	BRCA1	3	protein_coding
ENSG00000012048	ENST00000491747	17	41258473	41258550	BRCA1	4	protein_coding
ENSG00000012048	ENST00000491747	17	41256885	41256973	BRCA1	5	protein_coding
ENSG00000012048	ENST00000491747	17	41256139	41256278	BRCA1	6	protein_coding
ENSG00000012048	ENST00000491747	17	41251792	41251897	BRCA1	7	protein_coding
ENSG00000012048	ENST00000491747	17	41249261	41249306	BRCA1	8	protein_coding
ENSG00000012048	ENST00000491747	17	41247863	41247939	BRCA1	9	protein_coding
ENSG00000012048	ENST00000491747	17	41246761	41246877	BRCA1	10	protein_coding
ENSG00000012048	ENST00000491747	17	41242961	41243049	BRCA1	11	protein_coding
ENSG00000012048	ENST00000491747	17	41234421	41234592	BRCA1	12	protein_coding
ENSG00000012048	ENST00000491747	17	41228505	41228628	BRCA1	13	protein_coding
ENSG00000012048	ENST00000491747	17	41226348	41226538	BRCA1	14	protein_coding
ENSG00000012048	ENST00000491747	17	41222945	41223255	BRCA1	15	protein_coding
ENSG00000012048	ENST00000491747	17	41219625	41219712	BRCA1	16	protein_coding
ENSG00000012048	ENST00000491747	17	41215891	41215968	BRCA1	17	protein_coding
ENSG00000012048	ENST00000491747	17	41215350	41215390	BRCA1	18	protein_coding
ENSG00000012048	ENST00000491747	17	41209069	41209152	BRCA1	19	protein_coding
ENSG00000012048	ENST00000491747	17	41203080	41203134	BRCA1	20	protein_coding
ENSG00000012048	ENST00000491747	17	41201138	41201211	BRCA1	21	protein_coding
ENSG00000012048	ENST00000491747	17	41199660	41199720	BRCA1	22	protein_coding
ENSG00000012048	ENST00000491747	17	41197695	41197819	BRCA1	23	protein_coding
ENSG00000012048	ENST00000484087	17	41256885	41256933	BRCA1	1	protein_coding
ENSG00000012048	ENST00000484087	17	41256139	41256278	BRCA1	2	protein_coding
ENSG00000012048	ENST00000484087	17	41251792	41251894	BRCA1	3	protein_coding
ENSG00000012048	ENST00000484087	17	41246761	41246877	BRCA1	4	protein_coding
ENSG00000012048	ENST00000484087	17	41242961	41243049	BRCA1	5	protein_coding
ENSG00000012048	ENST00000484087	17	41234421	41234592	BRCA1	6	protein_coding
ENSG00000012048	ENST00000484087	17	41228505	41228631	BRCA1	7	protein_coding
ENSG00000012048	ENST00000484087	17	41226348	41226538	BRCA1	8	protein_coding
ENSG00000012048	ENST00000484087	17	41222945	41223255	BRCA1	9	protein_coding
ENSG00000012048	ENST00000484087	17	41219625	41219712	BRCA1	10	protein_coding
ENSG00000012048	ENST00000484087	17	41215891	41215968	BRCA1	11	protein_coding
ENSG00000012048	ENST00000484087	17	41215361	41215390	BRCA1	12	protein_coding
ENSG00000012048	ENST00000478531	17	41277294	41277376	BRCA1	1	protein_coding
ENSG00000012048	ENST00000478531	17	41276034	41276132	BRCA1	2	protein_coding
ENSG00000012048	ENST00000478531	17	41267743	41267796	BRCA1	3	protein_coding
ENSG00000012048	ENST00000478531	17	41258473	41258550	BRCA1	4	protein_coding
ENSG00000012048	ENST00000478531	17	41256885	41256973	BRCA1	5	protein_coding
ENSG00000012048	ENST00000478531	17	41256139	41256278	BRCA1	6	protein_coding
ENSG00000012048	ENST00000478531	17	41251792	41251894	BRCA1	7	protein_coding
ENSG00000012048	ENST00000478531	17	41249261	41249306	BRCA1	8	protein_coding
ENSG00000012048	ENST00000478531	17	41247863	41247939	BRCA1	9	protein_coding
ENSG00000012048	ENST00000478531	17	41246761	41246877	BRCA1	10	protein_coding
ENSG00000012048	ENST00000478531	17	41242961	41243049	BRCA1	11	protein_coding
ENSG00000012048	ENST00000478531	17	41234421	41234592	BRCA1	12	protein_coding
ENSG00000012048	ENST00000478531	17	41228505	41228631	BRCA1	13	protein_coding
ENSG00000012048	ENST00000478531	17	41226348	41226538	BRCA1	14	protein_coding
ENSG00000012048	ENST00000478531	17	41222945	41223255	BRCA1	15	protein_coding
ENSG00000012048	ENST00000478531	17	41219625	41219712	BRCA1	16	protein_coding
ENSG00000012048	ENST00000478531	17	41215891	41215968	BRCA1	17	protein_coding
ENSG00000012048	ENST00000478531	17	41215361	41215390	BRCA1	18	protein_coding
ENSG00000012048	ENST00000493919	17	41277294	41277419	BRCA1	1	protein_coding
ENSG00000012048	ENST00000493919	17	41276034	41276132	BRCA1	2	protein_coding
ENSG00000012048	ENST00000493919	17	41258473	41258550	BRCA1	3	protein_coding
ENSG00000012048	ENST00000493919	17	41256885	41256973	BRCA1	4	protein_coding
ENSG00000012048	ENST00000493919	17	41256139	41256278	BRCA1	5	protein_coding
ENSG00000012048	ENST00000493919	17	41251792	41251897	BRCA1	6	protein_coding
ENSG00000012048	ENST00000493919	17	41249261	41249306	BRCA1	7	protein_coding
ENSG00000012048	ENST00000493919	17	41247863	41247939	BRCA1	8	protein_coding
ENSG00000012048	ENST00000493919	17	41246761	41246877	BRCA1	9	protein_coding
ENSG00000012048	ENST00000493919	17	41242961	41243049	BRCA1	10	protein_coding
ENSG00000012048	ENST00000493919	17	41234421	41234592	BRCA1	11	protein_coding
ENSG00000012048	ENST00000493919	17	41228505	41228631	BRCA1	12	protein_coding
ENSG00000012048	ENST00000493919	17	41226348	41226538	BRCA1	13	protein_coding
ENSG00000012048	ENST00000493919	17	41222945	41223255	BRCA1	14	protein_coding
ENSG00000012048	ENST00000493919	17	41219625	41219712	BRCA1	15	protein_coding
ENSG00000012048	ENST00000493919	17	41215891	41215968	BRCA1	16	protein_coding
ENSG00000012048	ENST00000493919	17	41215377	41215390	BRCA1	17	protein_coding
ENSG00000012048	ENST00000472490	17	41222945	41223083	BRCA1	1	protein_coding
ENSG00000012048	ENST00000472490	17	41219291	41219712	BRCA1	2	protein_coding
ENSG00000012048	ENST00000487825	17	41256885	41256933	BRCA1	1	protein_coding
ENSG00000012048	ENST00000487825	17	41256139	41256278	BRCA1	2	protein_coding
ENSG00000012048	ENST00000487825	17	41251792	41251897	BRCA1	3	protein_coding
ENSG00000012048	ENST00000487825	17	41246761	41246877	BRCA1	4	protein_coding
ENSG00000012048	ENST00000487825	17	41242961	41243049	BRCA1	5	protein_coding
ENSG00000012048	ENST00000487825	17	41234421	41234592	BRCA1	6	protein_coding
ENSG00000012048	ENST00000487825	17	41228505	41228631	BRCA1	7	protein_coding
ENSG00000012048	ENST00000461574	17	41243452	41243841	BRCA1	1	protein_coding
ENSG00000012048	ENST00000461574	17	41242961	41243049	BRCA1	2	protein_coding
ENSG00000012048	ENST00000461574	17	41234421	41234592	BRCA1	3	protein_coding
ENSG00000012048	ENST00000461574	17	41228554	41228628	BRCA1	4	protein_coding
ENSG00000012048	ENST00000467274	17	41277288	41277332	BRCA1	1	protein_coding
ENSG00000012048	ENST00000467274	17	41276034	41276132	BRCA1	2	protein_coding
ENSG00000012048	ENST00000467274	17	41267743	41267796	BRCA1	3	protein_coding
ENSG00000012048	ENST00000467274	17	41258473	41258550	BRCA1	4	protein_coding
ENSG00000012048	ENST00000467274	17	41256885	41256973	BRCA1	5	protein_coding
ENSG00000012048	ENST00000467274	17	41256139	41256278	BRCA1	6	protein_coding
ENSG00000012048	ENST00000467274	17	41251792	41251897	BRCA1	7	protein_coding
ENSG00000012048	ENST00000467274	17	41249261	41249306	BRCA1	8	protein_coding
ENSG00000012048	ENST00000467274	17	41247863	41247939	BRCA1	9	protein_coding
ENSG00000012048	ENST00000467274	17	41243115	41246877	BRCA1	10	protein_coding
ENSG00000012048	ENST00000412061	17	41247863	41247883	BRCA1	1	protein_coding
ENSG00000012048	ENST00000412061	17	41245587	41246877	BRCA1	2	protein_coding
ENSG00000012048	ENST00000470026	17	41277199	41277340	BRCA1	1	protein_coding
ENSG00000012048	ENST00000470026	17	41276034	41276132	BRCA1	2	protein_coding
ENSG00000012048	ENST00000470026	17	41267743	41267796	BRCA1	3	protein_coding
ENSG00000012048	ENST00000470026	17	41258473	41258550	BRCA1	4	protein_coding
ENSG00000012048	ENST00000470026	17	41256885	41256973	BRCA1	5	protein_coding
ENSG00000012048	ENST00000470026	17	41256139	41256278	BRCA1	6	protein_coding
ENSG00000012048	ENST00000470026	17	41251792	41251897	BRCA1	7	protein_coding
ENSG00000012048	ENST00000470026	17	41249261	41249306	BRCA1	8	protein_coding
ENSG00000012048	ENST00000470026	17	41247863	41247939	BRCA1	9	protein_coding
ENSG00000012048	ENST00000470026	17	41245601	41246877	BRCA1	10	protein_coding
ENSG00000012048	ENST00000477152	17	41277288	41277381	BRCA1	1	protein_coding
ENSG00000012048	ENST00000477152	17	41276034	41276132	BRCA1	2	protein_coding
ENSG00000012048	ENST00000477152	17	41267743	41267796	BRCA1	3	protein_coding
ENSG00000012048	ENST00000477152	17	41256885	41256973	BRCA1	4	protein_coding
ENSG00000012048	ENST00000477152	17	41256139	41256278	BRCA1	5	protein_coding
ENSG00000012048	ENST00000477152	17	41251792	41251897	BRCA1	6	protein_coding
ENSG00000012048	ENST00000477152	17	41249261	41249306	BRCA1	7	protein_coding
ENSG00000012048	ENST00000477152	17	41247863	41247939	BRCA1	8	protein_coding
ENSG00000012048	ENST00000477152	17	41245603	41246877	BRCA1	9	protein_coding
ENSG00000012048	ENST00000492859	17	41277288	41277317	BRCA1	1	protein_coding
ENSG00000012048	ENST00000492859	17	41276034	41276132	BRCA1	2	protein_coding
ENSG00000012048	ENST00000492859	17	41267743	41267796	BRCA1	3	protein_coding
ENSG00000012048	ENST00000492859	17	41262482	41262597	BRCA1	4	protein_coding
ENSG00000012048	ENST00000492859	17	41258473	41258550	BRCA1	5	protein_coding
ENSG00000012048	ENST00000492859	17	41256885	41256973	BRCA1	6	protein_coding
ENSG00000012048	ENST00000492859	17	41256139	41256278	BRCA1	7	protein_coding
ENSG00000012048	ENST00000492859	17	41251792	41251897	BRCA1	8	protein_coding
ENSG00000012048	ENST00000492859	17	41249261	41249306	BRCA1	9	protein_coding
ENSG00000012048	ENST00000492859	17	41247863	41247939	BRCA1	10	protein_coding
ENSG00000012048	ENST00000492859	17	41246129	41246877	BRCA1	11	protein_coding
ENSG00000012048	ENST00000497488	17	41277288	41277317	BRCA1	1	protein_coding
ENSG00000012048	ENST00000497488	17	41246129	41246877	BRCA1	2	protein_coding
ENSG00000012048	ENST00000494123	17	41277294	41277467	BRCA1	1	protein_coding
ENSG00000012048	ENST00000494123	17	41276034	41276132	BRCA1	2	protein_coding
ENSG00000012048	ENST00000494123	17	41267743	41267796	BRCA1	3	protein_coding
ENSG00000012048	ENST00000494123	17	41258473	41258550	BRCA1	4	protein_coding
ENSG00000012048	ENST00000494123	17	41256885	41256973	BRCA1	5	protein_coding
ENSG00000012048	ENST00000494123	17	41256139	41256278	BRCA1	6	protein_coding
ENSG00000012048	ENST00000494123	17	41251792	41251897	BRCA1	7	protein_coding
ENSG00000012048	ENST00000494123	17	41249261	41249306	BRCA1	8	protein_coding
ENSG00000012048	ENST00000494123	17	41247863	41247939	BRCA1	9	protein_coding
ENSG00000012048	ENST00000494123	17	41246129	41246877	BRCA1	10	protein_coding
ENSG00000012048	ENST00000473961	17	41256885	41256908	BRCA1	1	protein_coding
ENSG00000012048	ENST00000473961	17	41256139	41256278	BRCA1	2	protein_coding
ENSG00000012048	ENST00000473961	17	41251792	41251894	BRCA1	3	protein_coding
ENSG00000012048	ENST00000473961	17	41246187	41246877	BRCA1	4	protein_coding
ENSG00000012048	ENST00000476777	17	41277288	41277370	BRCA1	1	protein_coding
ENSG00000012048	ENST00000476777	17	41276034	41276132	BRCA1	2	protein_coding
ENSG00000012048	ENST00000476777	17	41267743	41267796	BRCA1	3	protein_coding
ENSG00000012048	ENST00000476777	17	41258473	41258550	BRCA1	4	protein_coding
ENSG00000012048	ENST00000476777	17	41256885	41256973	BRCA1	5	protein_coding
ENSG00000012048	ENST00000476777	17	41256139	41256278	BRCA1	6	protein_coding
ENSG00000012048	ENST00000476777	17	41251792	41251894	BRCA1	7	protein_coding
ENSG00000012048	ENST00000476777	17	41249261	41249306	BRCA1	8	protein_coding
ENSG00000012048	ENST00000476777	17	41247863	41247939	BRCA1	9	protein_coding
ENSG00000012048	ENST00000461798	17	41277294	41277387	BRCA1	1	protein_coding
