chr3	178938774	178938945
chr3	178941869	178941975
chr3	178942488	178942609
chr3	178943750	178943828
chr3	178947060	178947230
chr3	178947792	178947909
chr3	178948013	178948164
chr3	178951882	178952152
chr1	115251156	115251275
chr1	115252190	115252349
chr1	115256421	115256599
chr1	115258671	115258781
chr17	7565257	7565332
chr17	7569524	7569562
chr17	7572927	7573008
chr17	7573927	7574033
chr17	7576537	7576584
chr17	7576625	7576657
chr17	7576853	7576926
chr17	7577019	7577155
chr17	7577499	7577608
chr17	7578177	7578289
chr17	7578371	7578554
chr17	7579312	7579590
chr17	7579700	7579721
chr17	7579839	7579912
chr12	25398208	25398330
chr10	89624206	89624326
chr10	89653764	89653884
chr10	89685232	89685352
chr10	89690764	89690884
chr10	89692829	89692949
chr10	89711885	89712005
chr10	89717633	89717753
chr10	89720703	89720823
chr10	89725076	89725196
chr7	55086971	55087058
chr7	55209979	55210130
chr7	55210998	55211181
chr7	55214299	55214433
chr7	55218987	55219055
chr7	55220239	55220357
chr7	55221704	55221845
chr7	55223523	55223639
chr7	55224226	55224352
chr7	55224452	55224536
chr7	55225356	55225446
chr7	55227832	55228031
chr7	55229192	55229324
chr7	55231426	55231516
chr7	55232973	55233130
chr7	55236216	55236222
chr7	55238000	55238237
chr7	55238868	55238906
chr7	55240539	55240593
chr7	55240676	55240817
chr7	55241614	55241736
chr7	55242415	55242513
chr7	55248986	55249171
chr7	55259412	55259567
chr7	55260459	55260534
chr7	55266410	55266556
chr7	55268009	55268106
chr7	55268881	55269048
chr7	55269428	55269475
chr7	55270210	55270458
chr7	55272949	55273310
chr2	198257027	198257185
chr2	198257696	198257912
chr2	198260780	198261052
chr2	198262709	198262840
chr2	198263185	198263305
chr2	198263693	198263752
chr2	198264779	198264890
chr2	198264976	198265158
chr2	198265439	198265660
chr2	198266124	198266249
chr2	198266466	198266612
chr2	198266709	198266854
chr2	198267280	198267550
chr2	198267673	198267759
chr2	198268309	198268488
chr2	198269800	198269901
chr2	198269999	198270196
chr2	198272722	198272843
chr2	198273093	198273305
chr2	198274494	198274731
chr2	198281465	198281635
chr2	198283233	198283312
chr2	198283656	198283675
chr2	198285102	198285266
chr2	198285753	198285857
chr2	198288532	198288698
chr2	198299696	198299723
chr7	55242415	55242514
chr13	28608219	28608352
chr11	32417803	32417954
chr8	38271174	38271294
chr8	38271434	38271554
chr8	38271678	38271798
chr8	38272052	38272172
chr8	38272298	38272418
chr8	38273423	38273543
chr8	38274819	38274939
chr8	38275388	38275508
chr8	38275758	38275878
chr8	38277092	38277212
chr8	38279327	38279447
chr8	38280558	38280678
chr8	38282062	38282182
chr8	38283641	38283761
chr8	38285465	38285585
chr8	38285853	38285973
chr8	38286801	38286921
chr8	38287273	38287393
chr8	38297797	38297917
chr8	38314903	38315023
chr8	38318559	38318679
chr4	106111627	106111643
chr4	106155054	106158597
chr4	106162496	106162590
chr4	106163991	106164084
chr4	106164727	106164935
chr4	106180776	106180926
chr4	106182916	106183005
chr4	106190767	106190904
chr4	106193721	106194075
chr4	106196205	106197676
chr7	55249071	55249072
chr9	133748283	133748284
chr12	25398284	25398285
chr7	55259515	55259516
chr2	25457241	25457244
chr12	25398284	25398286
chr13	32890598	32890664
chr13	32893214	32893462
chr13	32899213	32899321
chr13	32900238	32900287
chr13	32900379	32900419
chr13	32900636	32900750
chr13	32903580	32903629
chr13	32905056	32905167
chr13	32906409	32907524
chr13	32910402	32915333
chr13	32918695	32918790
chr13	32920964	32921033
chr13	32928998	32929425
chr13	32930565	32930746
chr13	32931879	32932066
chr13	32936660	32936830
chr13	32937316	32937670
chr13	32944539	32944694
chr13	32945093	32945237
chr13	32949480	32949543
chr13	32950807	32950928
chr13	32953454	32953652
chr13	32953887	32954050
chr13	32954144	32954282
chr13	32968826	32969070
chr13	32970128	32970229
chr13	32971035	32971181
chr13	32972299	32972907
chr17	41197695	41197819
chr17	41199660	41199720
chr17	41201138	41201211
chr17	41202079	41202109
chr17	41203080	41203134
chr17	41209069	41209152
chr17	41215350	41215390
chr17	41215891	41215968
chr17	41219625	41219712
chr17	41222945	41223255
chr17	41226348	41226538
chr17	41228505	41228631
chr17	41231351	41231416
chr17	41234421	41234592
chr17	41242961	41243049
chr17	41243452	41246877
chr17	41247863	41247939
chr17	41249261	41249306
chr17	41251792	41251897
chr17	41256139	41256278
chr17	41256885	41256973
chr17	41258473	41258550
chr17	41262552	41262597
chr17	41267743	41267796
chr17	41276034	41276113
chr17	41277199	41277202
chr21	36164432	36164907
chr21	36171598	36171759
chr21	36193965	36193993
chr21	36206707	36206898
chr21	36228710	36228744
chr21	36231771	36231875
chr21	36252854	36253010
chr21	36259140	36259409
chr21	36261974	36262034
chr21	36265222	36265260
chr21	36421139	36421196
chr12	25362729	25362845
chr12	25368375	25368494
chr12	25378548	25378707
chr12	25380168	25380346
chr12	25388140	25388160
chr12	25398208	25398318
chr19	33792244	33793320
chr5	170837531	170837570
chr7	140426294	140426316
chr7	140434397	140434570
chr7	140439612	140439746
chr7	140447215	140447247
chr7	140449087	140449218
chr7	140453075	140453193
chr7	140453987	140454033
chr7	140476712	140476888
chr7	140477791	140477875
chr7	140481376	140481493
chr7	140482821	140482957
chr7	140487348	140487384
chr7	140494108	140494267
chr7	140500162	140500281
chr7	140501212	140501360
chr7	140507760	140507862
chr7	140508095	140508116
chr7	140508692	140508795
chr7	140534409	140534672
chr7	140549911	140550012
chr7	140624366	140624503
chr4	55593582	55593709
chr20	57428713	57428714
chr13	32890598	32890664
chr13	32893214	32893462
chr13	32899213	32899321
chr13	32900238	32900287
chr13	32900379	32900419
chr13	32900636	32900750
chr13	32903580	32903629
chr13	32905056	32905167
chr13	32906409	32907524
chr13	32910402	32915333
chr13	32918695	32918790
chr13	32920964	32921033
chr13	32928998	32929425
chr13	32930565	32930746
chr13	32931879	32932066
chr13	32936660	32936830
chr13	32937316	32937670
chr13	32944539	32944694
chr13	32945093	32945237
chr13	32949480	32949543
chr13	32950807	32950928
chr13	32953454	32953652
chr13	32953887	32954050
chr13	32954144	32954282
chr13	32968826	32969070
chr13	32970128	32970229
chr13	32971035	32971181
chr13	32972299	32972907
chr7	55086954	55087074
chr7	55209994	55210114
chr7	55211029	55211149
chr7	55214306	55214426
chr7	55218961	55219081
chr7	55220238	55220358
chr7	55221714	55221834
chr7	55223521	55223641
chr7	55224229	55224349
chr7	55224434	55224554
chr7	55225341	55225461
chr7	55227871	55227991
chr7	55229198	55229318
chr7	55231411	55231531
chr7	55232991	55233111
chr7	55236159	55236279
chr7	55238058	55238178
chr7	55238827	55238947
chr7	55240506	55240626
chr7	55240686	55240806
chr7	55241615	55241735
chr7	55242404	55242524
chr7	55249018	55249138
chr7	55259429	55259549
chr7	55260436	55260556
chr7	55266423	55266543
chr7	55267997	55268117
chr7	55268904	55269024
chr7	55269391	55269511
chr7	55270274	55270394
chr7	55273069	55273189
